topic_id,cv_score,cnpmi_score,size,top_words,word_weights
152,0.44803722906158167,0.015702380180024074,23,"saudi, arms, licences, yemen, export, arabia, court, coalition, appeal, sales","0.0459, 0.0426, 0.0411, 0.0344, 0.0301, 0.0289, 0.0202, 0.0194, 0.0151, 0.0146"
153,0.32398292517502997,-0.1703801008206815,23,"kew, gardens, leases, lease, bill, english, land, institution, world, botanic","0.0871, 0.0395, 0.0206, 0.0142, 0.0140, 0.0136, 0.0087, 0.0081, 0.0077, 0.0077"
154,0.4251538625876704,-0.08506689033688218,23,"welsh, wales, yn, radnorshire, brecon, voted, economy, leave, european, deal","0.0435, 0.0412, 0.0222, 0.0178, 0.0141, 0.0136, 0.0123, 0.0123, 0.0121, 0.0118"
155,0.2928518646242407,-0.2579782230880787,23,"arnhem, airborne, parachute, war, regiment, gallant, battle, operation, garden, dutch","0.0481, 0.0214, 0.0191, 0.0191, 0.0181, 0.0178, 0.0173, 0.0165, 0.0141, 0.0134"
156,0.23407064978115422,-0.13980546319937778,23,"journalists, press, freedom, data, journalistic, authorisation, police, investigatory, source, leak","0.0335, 0.0271, 0.0209, 0.0153, 0.0146, 0.0126, 0.0118, 0.0110, 0.0103, 0.0103"
157,0.6775162854732061,0.04495691396452699,22,"cannabis, medical, prescription, families, medicinal, alfie, prescribed, epilepsy, children, lara","0.0603, 0.0226, 0.0173, 0.0155, 0.0152, 0.0130, 0.0127, 0.0114, 0.0095, 0.0091"
158,0.24467155454813078,-0.13312656908367357,22,"hacker, company, grant, cyber, grants, awarded, companies, house, review, fund","0.0469, 0.0266, 0.0238, 0.0234, 0.0206, 0.0131, 0.0130, 0.0123, 0.0119, 0.0118"
159,0.3021333020711558,-0.20272252140000238,22,"give, way, gentleman, hon, juddering, friend, course, dearest, lady, my","0.1702, 0.1254, 0.0644, 0.0507, 0.0353, 0.0331, 0.0329, 0.0325, 0.0319, 0.0245"
160,0.32056618087609867,-0.23628884583072818,22,"withdrawal, bill, motion, house, agreement, reading, leader, programme, second, scrutiny","0.0241, 0.0205, 0.0176, 0.0160, 0.0140, 0.0133, 0.0125, 0.0122, 0.0102, 0.0075"
161,0.30235031167804305,-0.1916928650715454,22,"police, virdi, gurpal, richard, investigation, complainant, allegations, metropolitan, iopc, inspector","0.0367, 0.0229, 0.0195, 0.0177, 0.0166, 0.0158, 0.0139, 0.0125, 0.0110, 0.0104"
162,0.5680449866760935,-0.016966513338569234,22,"apprenticeship, apprenticeships, levy, skills, training, businesses, apprentices, young, quality, construction","0.0491, 0.0483, 0.0469, 0.0252, 0.0185, 0.0183, 0.0160, 0.0151, 0.0145, 0.0117"
163,0.6078420544157052,-0.007861655445862599,22,"trust, blackpool, mcgee, chief, executive, appointment, cqc, governors, merger, nhs","0.0326, 0.0240, 0.0205, 0.0171, 0.0142, 0.0141, 0.0130, 0.0114, 0.0113, 0.0110"
164,0.5367361150928307,0.004711987620784175,22,"trade, deal, free, agreement, end, text, december, great, negotiate, customs","0.0203, 0.0191, 0.0182, 0.0145, 0.0108, 0.0102, 0.0097, 0.0093, 0.0092, 0.0088"
165,0.591932882518801,0.00832742698197119,22,"assessment, effect, leaving, recent, made, potential, without, eu, uk, economic","0.1430, 0.1209, 0.0885, 0.0680, 0.0668, 0.0563, 0.0559, 0.0492, 0.0470, 0.0425"
166,0.44729731675584244,-0.01673586500181638,21,"tariffs, tariff, trade, eu, regime, uk, deal, producers, imports, consumers","0.0461, 0.0365, 0.0179, 0.0139, 0.0138, 0.0129, 0.0124, 0.0115, 0.0115, 0.0108"
167,0.31492105097585177,-0.1732501288017205,21,"animal, welfare, animals, dogs, banning, live, journeys, exports, sentencing, cats","0.0492, 0.0372, 0.0256, 0.0137, 0.0128, 0.0116, 0.0114, 0.0112, 0.0109, 0.0097"
168,0.6681995060244461,0.009651752674668989,21,"flitwick, station, accessibility, stations, disabled, train, operating, darren, access, rail","0.0474, 0.0370, 0.0270, 0.0261, 0.0237, 0.0235, 0.0194, 0.0171, 0.0159, 0.0147"
169,0.21456654839924572,-0.11488309022344396,21,"departmental, responsibilities, statement, engagements, wednesday, if, official, his, make, list","0.3343, 0.2571, 0.1880, 0.1552, 0.1148, 0.1011, 0.1000, 0.0988, 0.0978, 0.0888"
170,0.6295522860298032,0.02093660883732492,20,"accounting, systems, tax, vat, companies, digital, transaction, ochil, returns, perthshire","0.0370, 0.0289, 0.0225, 0.0218, 0.0134, 0.0133, 0.0112, 0.0100, 0.0098, 0.0088"
171,0.5632720283977604,0.057318302079143686,20,"wage, living, wages, national, pay, paid, decade, low, rising, workers","0.0599, 0.0380, 0.0249, 0.0168, 0.0147, 0.0133, 0.0133, 0.0132, 0.0123, 0.0115"
172,0.2580307572758726,-0.22009302823645802,20,"dissent, indicated, grudging, outrageous, response, today, this, , , ","2.6369, 1.8881, 0.2026, 0.1395, 0.0682, 0.0416, 0.0106, 0.0000, 0.0000, 0.0000"
173,0.31413693353051925,-0.09383396282029272,20,"rape, sexual, victims, prosecutions, prosecution, men, defence, natalie, her, injuries","0.0274, 0.0271, 0.0202, 0.0173, 0.0152, 0.0135, 0.0135, 0.0132, 0.0128, 0.0126"
174,0.2199314557536936,-0.1622570465938265,20,"welsh, language, wales, montgomeryshire, languages, bilingual, glyn, speakers, speak, english","0.1041, 0.0592, 0.0281, 0.0167, 0.0114, 0.0092, 0.0084, 0.0083, 0.0079, 0.0071"
175,0.48781125189013674,0.05473788446324865,19,"fracking, gas, permitted, cuadrilla, energy, exploration, industrial, shale, development, planning","0.0854, 0.0288, 0.0244, 0.0243, 0.0196, 0.0187, 0.0169, 0.0159, 0.0153, 0.0148"
176,0.19700468112731373,-0.17778994116602242,19,"freeports, port, ports, free, freeport, aberdeen, economy, design, airport, subsea","0.0506, 0.0488, 0.0483, 0.0343, 0.0260, 0.0225, 0.0178, 0.0158, 0.0151, 0.0135"
177,0.2652888011717586,-0.2089571043501439,18,"security, extradition, eu, schengen, databases, arrest, database, intelligence, co, extradite","0.0217, 0.0210, 0.0185, 0.0181, 0.0171, 0.0165, 0.0160, 0.0155, 0.0154, 0.0152"
178,0.6795743283287722,0.09607884543870888,18,"charging, electric, points, vehicle, cars, northampton, lowestoft, charge, taxis, transport","0.0618, 0.0563, 0.0330, 0.0248, 0.0187, 0.0152, 0.0151, 0.0140, 0.0107, 0.0099"
179,0.33494075239073834,-0.07464716304185368,18,"give, way, friend, my, hon, will, time, one, more, ","0.3098, 0.2283, 0.1655, 0.0983, 0.0924, 0.0684, 0.0116, 0.0105, 0.0093, 0.0000"
180,0.33646363999845746,-0.2012956977923113,18,"agency, waste, environment, avonmouth, flies, facilities, fly, bristol, planning, local","0.0371, 0.0334, 0.0277, 0.0215, 0.0209, 0.0171, 0.0150, 0.0139, 0.0138, 0.0130"
181,0.4894655829797168,-0.041567705136404946,18,"followed, relating, approve, motion, 2019, business, etc, october, formation, tuesday","0.0863, 0.0557, 0.0553, 0.0509, 0.0372, 0.0338, 0.0321, 0.0307, 0.0291, 0.0242"
182,0.3248718922027819,-0.14045925885547442,18,"intervention, take, interventions, conclude, will, then, technically, focus, am, things","0.1441, 0.0744, 0.0450, 0.0317, 0.0257, 0.0235, 0.0234, 0.0229, 0.0226, 0.0225"
183,0.4557773495182659,-0.03904358912760713,17,"hse, workplace, safety, deaths, fatal, scotland, workers, health, agriculture, construction","0.0531, 0.0360, 0.0334, 0.0308, 0.0219, 0.0203, 0.0195, 0.0165, 0.0164, 0.0147"
184,0.48913505626569415,-0.009395920992901232,17,"environment, environmental, biodiversity, nature, bill, carbon, solutions, climate, rewilding, cambridge","0.0164, 0.0160, 0.0152, 0.0121, 0.0113, 0.0087, 0.0086, 0.0085, 0.0085, 0.0080"
185,0.4116914010332905,-0.05040860853026379,17,"kettering, hospital, care, hub, urgent, northamptonshire, general, patients, site, attendances","0.0581, 0.0471, 0.0236, 0.0228, 0.0221, 0.0201, 0.0173, 0.0165, 0.0141, 0.0134"
186,0.4227716352164929,-0.034216589849444506,17,"refineries, refinery, oil, refining, tariff, tariffs, fuel, sector, chemicals, industry","0.0662, 0.0507, 0.0305, 0.0282, 0.0268, 0.0257, 0.0211, 0.0209, 0.0199, 0.0198"
187,0.32815272375407256,-0.09523441579192309,17,"oliver, ccrc, commission, justice, miscarriages, appeal, cases, review, case, convictions","0.0593, 0.0554, 0.0199, 0.0192, 0.0183, 0.0171, 0.0155, 0.0132, 0.0132, 0.0116"
188,0.35962985772928946,-0.3376675055636006,16,"speaker, mr, you, thank, œhelpâ, honourable, mistake, repeat, easy, generation","0.3380, 0.3200, 0.1637, 0.1337, 0.1206, 0.0718, 0.0688, 0.0581, 0.0539, 0.0522"
189,0.672572225883127,0.03069337821955653,16,"planning, site, sand, warwickshire, quarry, barford, dust, village, gravel, minerals","0.0271, 0.0231, 0.0211, 0.0208, 0.0196, 0.0188, 0.0175, 0.0172, 0.0169, 0.0155"
190,0.40942983705341707,-0.08558869499389803,16,"george, vanessa, release, parole, victims, abused, board, plymouth, parents, early","0.0390, 0.0377, 0.0249, 0.0238, 0.0187, 0.0165, 0.0150, 0.0148, 0.0134, 0.0130"
191,0.2549276292582852,-0.2870527012790089,16,"saturday, sitting, house, events, 19, act, friday, october, sit, leader","0.0732, 0.0293, 0.0154, 0.0142, 0.0127, 0.0125, 0.0119, 0.0105, 0.0102, 0.0095"
192,0.44092062737848314,-0.03436585324779652,16,"island, isle, wight, mainland, costs, ambulance, additional, ferry, nhs, cost","0.0614, 0.0339, 0.0338, 0.0196, 0.0185, 0.0164, 0.0162, 0.0107, 0.0107, 0.0098"
193,0.39082877309062336,-0.11643647539354547,16,"discussions, recent, eu, leaving, uk, 2019, effect, diplomatic, had, what","0.1171, 0.0879, 0.0734, 0.0528, 0.0526, 0.0478, 0.0460, 0.0429, 0.0427, 0.0390"
194,0.33017848534217586,-0.19814094018047512,16,"venezuela, humanitarian, collapsed, venezuelan, maduro, aid, fleeing, regime, hiv, zimbabwe","0.0840, 0.0461, 0.0267, 0.0254, 0.0247, 0.0242, 0.0205, 0.0205, 0.0202, 0.0202"
195,0.2717941024884322,-0.15788645629146625,16,"gladly, wilson, conscious, will, please, go, yes, bit, now, face","0.1263, 0.0958, 0.0853, 0.0800, 0.0678, 0.0664, 0.0570, 0.0569, 0.0487, 0.0483"
196,0.22433414896886764,-0.16522346358630552,15,"law, obey, prime, minister, he, hypothetical, answer, break, ditch, rule","0.0623, 0.0487, 0.0302, 0.0270, 0.0177, 0.0176, 0.0168, 0.0157, 0.0150, 0.0130"
197,0.3743953056376211,-0.18760723105119045,15,"feltham, governor, wetherby, staff, youth, young, custody, heston, self, harm","0.0696, 0.0315, 0.0166, 0.0132, 0.0119, 0.0118, 0.0113, 0.0101, 0.0101, 0.0100"
198,0.5499037978517245,0.010352654567494493,15,"trade, ftas, agreements, deals, eu, negotiating, trading, free, devolved, countries","0.0339, 0.0299, 0.0188, 0.0140, 0.0125, 0.0122, 0.0114, 0.0108, 0.0098, 0.0091"
199,0.375949058840431,-0.14260943671887516,15,"surrender, negotiating, act, negotiations, october, month, deal, 31, get, tensions","0.0461, 0.0198, 0.0186, 0.0181, 0.0144, 0.0131, 0.0125, 0.0109, 0.0106, 0.0106"
200,0.5955124679917887,0.10810127325282919,15,"knife, crime, knives, officers, slough, police, youth, violence, streets, young","0.0670, 0.0411, 0.0181, 0.0181, 0.0152, 0.0144, 0.0126, 0.0111, 0.0104, 0.0099"
201,0.8020030656246951,0.1392043024840812,15,"emissions, thames, vessels, shipping, river, air, greenwich, london, maritime, cruise","0.0501, 0.0379, 0.0378, 0.0309, 0.0267, 0.0264, 0.0234, 0.0217, 0.0210, 0.0191"
202,0.38524132913866643,-0.11146751025216002,14,"export, licences, licensing, court, control, robust, issued, consolidated, unit, rigorous","0.0561, 0.0338, 0.0298, 0.0219, 0.0219, 0.0202, 0.0185, 0.0182, 0.0172, 0.0165"
203,0.13044898864967483,-0.18480178589992474,14,"backstop, prime, eu, minister, president, tusk, proposals, negotiations, german, alternative","0.0478, 0.0164, 0.0161, 0.0106, 0.0101, 0.0100, 0.0100, 0.0099, 0.0092, 0.0090"
204,0.4627372931752414,-0.12855301354491702,14,"eden, morecambe, project, lancashire, north, area, lancaster, bay, economic, west","0.0783, 0.0668, 0.0529, 0.0231, 0.0205, 0.0169, 0.0161, 0.0099, 0.0096, 0.0082"
205,0.5782968842661911,-0.0019153499017926555,14,"vehicles, electric, emissions, diesel, emission, cars, car, transport, incremental, road","0.0434, 0.0408, 0.0233, 0.0188, 0.0186, 0.0179, 0.0175, 0.0164, 0.0149, 0.0141"
206,0.3249698962170488,-0.2195885180339153,14,"businesses, small, business, establishing, economy, sized, medium, sme, website, level","0.0493, 0.0337, 0.0232, 0.0136, 0.0135, 0.0130, 0.0125, 0.0121, 0.0119, 0.0113"
207,0.4952221782875129,-0.03499563202844864,13,"equipment, water, lifebelts, glasgow, drowning, safety, clyde, lifebelt, ropes, rescue","0.0350, 0.0314, 0.0290, 0.0275, 0.0251, 0.0247, 0.0212, 0.0169, 0.0151, 0.0144"
208,0.8137102884922028,0.018083466609804668,13,"hypermobility, syndromes, syndrome, diagnosis, healthwatch, ehlers, danlos, calderdale, professionals, patients","0.0706, 0.0476, 0.0320, 0.0316, 0.0273, 0.0239, 0.0239, 0.0197, 0.0186, 0.0154"
209,0.3976654202457013,-0.10193762080421634,13,"meals, school, children, scheme, summer, hospice, free, holidays, disadvantaged, punctuality","0.0498, 0.0356, 0.0298, 0.0285, 0.0222, 0.0180, 0.0153, 0.0153, 0.0150, 0.0147"
210,0.5499043304767245,-0.07200947415115441,13,"detainee, rendition, isc, torture, principles, inquiry, guidance, mistreatment, intelligence, agencies","0.0288, 0.0226, 0.0223, 0.0197, 0.0173, 0.0168, 0.0158, 0.0154, 0.0147, 0.0125"
211,0.2804824556440776,-0.13018265575595978,13,"investigation, essex, agencies, emergency, murder, police, collaboration, incident, thurrock, term","0.0455, 0.0363, 0.0256, 0.0207, 0.0194, 0.0168, 0.0159, 0.0149, 0.0143, 0.0129"
212,0.5317824802076785,0.11863277256131723,13,"wound, leg, ulcers, venous, care, wounds, patients, pain, limb, vascular","0.0517, 0.0430, 0.0249, 0.0232, 0.0229, 0.0184, 0.0141, 0.0104, 0.0102, 0.0099"
213,0.37907103735334885,-0.03205451180326022,13,"obey, law, rule, abide, uphold, œanswer, questionâ, adheres, assiduously, noises","0.1512, 0.1075, 0.0324, 0.0321, 0.0319, 0.0289, 0.0268, 0.0256, 0.0230, 0.0222"
214,0.45826060172627275,-0.06377417048653322,12,"mental, women, health, poor, bath, depression, debate, therapies, ill, illness","0.0507, 0.0345, 0.0339, 0.0118, 0.0109, 0.0102, 0.0078, 0.0075, 0.0070, 0.0069"
215,0.2552247146519365,-0.2060655880788852,12,"electoral, vincent, commission, reappointment, committee, appointment, speaker, john, rob, mr","0.0975, 0.0736, 0.0543, 0.0478, 0.0244, 0.0236, 0.0208, 0.0206, 0.0199, 0.0185"
216,0.5709388916645994,0.07942952882076773,12,"tackle, steps, gangs, lines, drugs, county, taking, recent, she, what","0.2004, 0.1941, 0.1411, 0.1208, 0.1120, 0.1032, 0.0890, 0.0781, 0.0762, 0.0715"
217,0.3568235358138546,-0.3043672596415146,12,"give, leader, way, prime, house, woman, hinted, dreamed, roughshod, ride","0.0987, 0.0648, 0.0595, 0.0445, 0.0370, 0.0368, 0.0350, 0.0344, 0.0333, 0.0318"
218,0.5640027609464272,-0.011008257326856055,11,"bus, women, waspi, 1950s, pass, passes, free, pension, their, spouse","0.0668, 0.0466, 0.0400, 0.0372, 0.0366, 0.0325, 0.0242, 0.0222, 0.0146, 0.0142"
219,0.3555647853057913,-0.27104813683140705,11,"bill, amendments, legislation, bills, through, leader, scrutiny, reading, hours, consult","0.0247, 0.0148, 0.0142, 0.0125, 0.0121, 0.0119, 0.0114, 0.0111, 0.0106, 0.0105"
220,0.36800116650933434,0.003037589075363528,11,"genomic, genomics, testing, genetic, patients, nhs, screening, england, test, using","0.1530, 0.0893, 0.0618, 0.0479, 0.0326, 0.0294, 0.0256, 0.0255, 0.0253, 0.0222"
221,0.3363956417790786,-0.19012952341996003,11,"advice, legal, convention, answer, officers, nor, comment, occur, law, transgressing","0.0878, 0.0550, 0.0479, 0.0310, 0.0281, 0.0244, 0.0232, 0.0221, 0.0208, 0.0179"
222,0.2845961214138497,-0.16865637056645616,11,"security, departments, strategy, national, defence, council, fco, integration, institutionalise, military","0.0297, 0.0215, 0.0205, 0.0195, 0.0167, 0.0142, 0.0140, 0.0127, 0.0124, 0.0113"
223,0.28530222007486805,-0.07737068097667778,11,"member, spoke, passion, hon, his, friend, ham, issues, my, raised","0.0178, 0.0160, 0.0149, 0.0112, 0.0110, 0.0105, 0.0091, 0.0088, 0.0088, 0.0087"
224,0.376213812736877,-0.08480789434486202,11,"steps, taking, transport, infrastructure, regions, patronage, sufficient, improve, growth, sustainability","0.2530, 0.2089, 0.1219, 0.1136, 0.1043, 0.1038, 0.0990, 0.0888, 0.0773, 0.0767"
225,0.3164564291905749,-0.29134725286859375,11,"office, matter, home, devolved, lady, dowden, executive, hertsmere, refer, paymaster","0.0463, 0.0346, 0.0333, 0.0271, 0.0247, 0.0236, 0.0223, 0.0218, 0.0213, 0.0208"
226,0.17789778594652536,-0.29600942195249885,10,"nato, defence, un, aid, integration, peacekeeping, bbc, dfid, alliances, oppression","0.0503, 0.0232, 0.0214, 0.0170, 0.0137, 0.0136, 0.0131, 0.0127, 0.0122, 0.0120"
227,0.2515327714906247,-0.1029723420383814,10,"heathrow, expansion, runway, airport, airports, exacting, third, endorsed, scheme, meets","0.0966, 0.0538, 0.0463, 0.0325, 0.0311, 0.0266, 0.0239, 0.0215, 0.0206, 0.0197"
Overall,0.46298196050283974,-0.05732058494032497,20000,,
